1.243094	291.072600	0.220300	0.502819	343.598106	0.534887	0.061608
1.243137	291.926100	0.239700	0.501106	344.404033	0.585139	0.058934
1.243265	292.774900	0.259000	0.499458	345.196755	0.635282	0.055466
1.243477	293.628900	0.278400	0.497851	345.985003	0.685943	0.065793
1.244169	295.361400	0.317500	0.494741	347.554736	0.789420	0.074019
1.245192	297.066000	0.355700	0.491877	349.061314	0.891558	0.075107
1.245828	297.915200	0.374600	0.490517	349.797308	0.942577	0.107149
1.246551	298.766000	0.393400	0.489196	350.524841	0.993812	0.082470
1.248241	300.459700	0.430700	0.486686	351.943385	1.095977	0.061021
1.250274	302.157200	0.467700	0.484316	353.324325	1.198724	0.097973
1.269117	312.113000	0.675300	0.472711	0.532299	1.804373	0.063275
1.275595	314.560700	0.723400	0.470327	2.043287	1.953937	0.141157
1.282733	316.980300	0.769700	0.468138	3.422874	2.101542	0.054256
1.287879	318.586500	0.799700	0.466780	4.272386	2.199338	0.088737
1.290554	319.383300	0.814300	0.466137	4.673540	2.247700	0.059482
1.293277	320.170700	0.828700	0.465524	5.056548	2.295291	0.088483
1.296092	320.961200	0.842900	0.464930	5.427205	2.343044	0.051210
1.298960	321.744400	0.856800	0.464364	5.780719	2.390159	0.060651
1.304912	323.304100	0.884000	0.463309	6.442870	2.483569	0.063815
1.307980	324.077300	0.897300	0.462824	6.750083	2.529593	0.120977
1.314272	325.603800	0.923000	0.461946	7.314813	2.619765	0.088352
1.327590	328.611900	0.971700	0.460559	8.256791	2.794823	0.059611
1.331179	329.377900	0.983700	0.460286	8.458111	2.839105	0.064603
1.334733	330.119900	0.995200	0.460060	8.638479	2.881398	0.084223
1.345977	332.369400	1.028800	0.459619	9.089194	3.008273	0.196995
1.365186	335.919000	1.078700	0.459869	9.501058	3.198036	0.065520
1.385830	339.402500	1.123600	0.461639	9.521889	3.369899	0.064443
1.407650	342.787800	1.163200	0.465392	9.169140	3.516187	0.052334
1.444555	347.971800	1.216100	0.476614	7.946918	3.684142	0.098974
1.483790	352.907300	1.257100	0.495892	6.118622	3.761395	0.088950
1.535034	358.680800	1.293300	0.533659	3.467292	3.721069	0.086237
1.550875	0.340400	1.301300	0.548374	2.678230	3.681242	0.077005
1.577582	3.025000	1.311900	0.576441	1.449081	3.591211	0.105731
1.643456	9.129500	1.325200	0.662660	359.184307	3.288418	0.102181
1.666186	11.091000	1.326300	0.697835	358.696845	3.169344	0.079660
