1.269008	246.002800	1.091500	0.258846	239.059706	5.340112	0.060319
1.262243	246.752200	1.111200	0.252766	238.636924	5.538229	0.089320
1.255825	247.472600	1.130000	0.247095	238.224169	5.732790	0.084018
1.249432	248.199700	1.148800	0.241538	237.799252	5.932816	0.078467
1.243093	248.930300	1.167400	0.236116	237.364460	6.137603	0.096042
1.236659	249.681900	1.186500	0.230700	236.907912	6.351994	0.073326
1.204613	253.591200	1.282000	0.204919	234.406466	7.532882	0.094783
1.198426	254.380500	1.300500	0.200152	233.879025	7.785638	0.064753
1.191946	255.220100	1.320000	0.195229	233.306160	8.059292	0.071984
1.179841	256.826600	1.356500	0.186194	232.194540	8.600524	0.079255
1.137748	262.851800	1.483700	0.156217	227.746504	10.838396	0.057798
1.131944	263.744500	1.501100	0.152214	227.049944	11.202131	0.053739
1.126091	264.662000	1.518700	0.148201	226.320929	11.585478	0.049048
1.109123	267.428800	1.569300	0.136653	224.046738	12.809088	0.049929
1.097805	269.372200	1.602700	0.128990	222.358221	13.734584	0.055796
1.092337	270.342400	1.618700	0.125285	221.484468	14.220655	0.053193
1.076453	273.289700	1.664300	0.114478	218.664712	15.808588	0.120312
1.056245	277.365000	1.720200	0.100557	214.186135	18.332259	0.077766
1.024192	284.849200	1.799800	0.078136	202.795718	24.247465	0.057253
1.019940	285.968000	1.809100	0.075203	200.535559	25.285118	0.066688
1.011839	288.207600	1.825600	0.069740	195.392184	27.458898	0.070606
